execution_count,total_gross_traded_weight,mean_execution_gross_traded_weight,median_execution_gross_traded_weight,max_execution_gross_traded_weight,total_turnover,average_daily_turnover,annualized_turnover
255,186.24369231655896,0.7303674208492509,0.7214548192269366,1.3775324830772633,93.62184615827948,0.0772457476553461,19.465928409147217
