transaction_cost_bps,slippage_bps,total_friction_bps,annualized_return,annualized_volatility,sharpe,max_drawdown,cumulative_return,ending_nav,gross_cumulative_return,gross_ending_nav,gross_net_cumulative_return_gap,total_gross_traded_weight,total_turnover,average_daily_turnover,annualized_turnover,total_cost_load
0.0,0.0,0.0,0.15748756646692152,0.24333710252523866,0.722344434195668,-0.3242759893441589,1.0206138410320897,2.0206138410320897,1.0206138410320897,2.0206138410320897,0.0,186.24369231655896,93.62184615827948,0.0772457476553461,19.465928409147217,0.0
2.5,2.5,5.0,0.13528758298763566,0.2431642439872735,0.6430152979191357,-0.34051166947805134,0.8409122162604423,1.8409122162604423,1.0206138410320897,2.0206138410320897,0.17970162477164742,186.24369231655896,93.62184615827948,0.0772457476553461,19.465928409147217,0.09312184615827948
5.0,5.0,10.0,0.11350491296779164,0.2430165667349605,0.5635148985067494,-0.356363730799818,0.6771308485786149,1.677130848578615,1.0206138410320897,2.0206138410320897,0.3434829924534748,186.24369231655896,93.62184615827948,0.0772457476553461,19.465928409147217,0.18624369231655896
10.0,10.0,20.0,0.07116090941087272,0.24279693204569616,0.4040978170899907,-0.3974101612532994,0.39183247039682634,1.3918324703968263,1.0206138410320897,2.0206138410320897,0.6287813706352634,186.24369231655896,93.62184615827948,0.0772457476553461,19.465928409147217,0.3724873846331179
15.0,15.0,30.0,0.03039571957784659,0.24267847241740106,0.2442901669108449,-0.4635568646944256,0.15489704024794038,1.1548970402479404,1.0206138410320897,2.0206138410320897,0.8657168007841494,186.24369231655896,93.62184615827948,0.0772457476553461,19.465928409147217,0.5587310769496769
25.0,25.0,50.0,-0.04662693562498499,0.2427455443166421,-0.07569871952050891,-0.5749846708485362,-0.20518818135287764,0.7948118186471224,1.0206138410320897,2.0206138410320897,1.2258020223849675,186.24369231655896,93.62184615827948,0.0772457476553461,19.465928409147217,0.9312184615827948
