period,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,total_turnover,average_daily_turnover,annualized_turnover,ending_nav,cumulative_return
is_2021_2023,-0.024579027034179246,0.22599875462126565,0.0027502524613399614,-0.356363730799818,55.8262811889243,0.07678993285959326,19.351063080617504,0.9307221194836875,-0.06927788051631245
oos_2024,0.20615062906095116,0.27978198869906606,0.8072332506352937,-0.164477207610496,19.619756177863685,0.08107337263580035,20.430489904221687,1.1972127340534249,0.19721273405342488
oos_2025,0.5281023999157048,0.252367443674241,1.8078685774913403,-0.15772523025451646,18.175808791491505,0.07479756704317492,18.848986894880078,1.5051354487009463,0.5051354487009463
